Transaction_ID,User_ID,Transaction_Amount,Transaction_Type,Time_of_Transaction,Device_Used,Location,Previous_Fraudulent_Transactions,Account_Age,Number_of_Transactions_Last_24H,Payment_Method,Fraudulent
T10962,1862,1278.21,Bill Payment,8,Tablet,New York,1,13,14,UPI,0
T10963,1524,3721.84,Online Purchase,11,Mobile,Los Angeles,2,113,6,Net Banking,0
T10964,1887,4659.33,ATM Withdrawal,21,Mobile,Miami,3,54,11,Net Banking,0
T10965,1207,796.88,Bill Payment,13,Tablet,Boston,2,74,4,Credit Card,0
T10966,4382,,ATM Withdrawal,11,,Chicago,3,82,12,Debit Card,0
T10967,3794,1579.73,Bill Payment,14,Tablet,,4,15,3,Debit Card,0
T10968,1148,1786.93,Online Purchase,14,Mobile,Houston,0,102,12,Debit Card,0
T10969,4905,2031.76,Bill Payment,16,Mobile,Chicago,4,84,2,Net Banking,0
T10970,1437,4759.22,Bill Payment,7,Desktop,Boston,1,59,12,Credit Card,1
T10971,3202,1296.89,Bank Transfer,1,Desktop,New York,0,5,8,Debit Card,0
T10972,4749,2465.92,POS Payment,8,Desktop,Chicago,1,82,14,Credit Card,0
T10973,4161,4757.68,Bank Transfer,3,Mobile,Miami,4,8,12,Debit Card,0
T10974,2721,2382.9,POS Payment,17,Tablet,Seattle,3,58,12,Debit Card,0
T10975,4901,4318.68,POS Payment,23,Mobile,New York,4,105,1,UPI,0
T10976,1357,298.53,Online Purchase,2,Tablet,Boston,1,31,5,Net Banking,0
T10977,4245,4765.39,Bill Payment,12,Mobile,Los Angeles,0,16,13,Credit Card,0
T10978,2240,941.72,ATM Withdrawal,20,Desktop,Seattle,0,115,9,Credit Card,0
T10979,2930,4899.78,Bill Payment,19,Desktop,Seattle,2,47,10,UPI,0
T10980,1455,882.01,POS Payment,10,Tablet,Boston,3,43,4,Debit Card,0
T10981,3823,2224.61,POS Payment,0,Mobile,San Francisco,2,66,2,Net Banking,0
T10982,2632,1546.53,Online Purchase,11,Desktop,Boston,1,72,3,Net Banking,0
T10983,1628,2168.99,Bank Transfer,11,Mobile,Seattle,3,98,9,Credit Card,0
T10984,4270,1256.37,POS Payment,16,Desktop,Houston,3,46,1,UPI,0
T10985,3879,4826.76,POS Payment,,Tablet,Boston,0,9,2,Debit Card,0
T10986,1485,1532.1,Bank Transfer,6,Mobile,San Francisco,3,24,9,Debit Card,0
T10987,3580,3268.11,ATM Withdrawal,3,Tablet,San Francisco,3,94,14,Credit Card,0
T10988,1199,691.55,Bank Transfer,13,Desktop,Los Angeles,4,84,7,Debit Card,0
T10989,1370,4122.82,Bank Transfer,7,Desktop,Boston,0,114,13,Credit Card,0
T10990,2013,2714.83,Bank Transfer,22,Desktop,Boston,1,104,8,UPI,1
T10991,2982,4897.33,POS Payment,17,Desktop,Chicago,2,57,8,Net Banking,0
T10992,3900,2119.89,ATM Withdrawal,20,Unknown Device,New York,4,34,1,UPI,0
T10993,2471,981.26,Online Purchase,7,Tablet,Boston,4,119,9,Credit Card,0
T10994,1247,1733.36,Online Purchase,18,Desktop,New York,0,76,8,Debit Card,0
T10995,1787,3686.14,Online Purchase,23,Tablet,Miami,4,48,12,Debit Card,0
T10996,3311,3297.24,Bill Payment,,Tablet,Los Angeles,4,78,3,Net Banking,0
T10997,4129,3892.85,Bill Payment,22,Desktop,,3,119,12,Invalid Method,0
T10998,4373,371.98,Online Purchase,4,Desktop,Miami,0,116,7,Debit Card,0
T10999,3078,2903.94,ATM Withdrawal,0,Tablet,,2,100,7,Net Banking,0
T11000,2521,4661.18,Bank Transfer,13,Tablet,San Francisco,3,21,8,Credit Card,0
T11001,2272,543.97,Bank Transfer,4,Tablet,Los Angeles,0,75,1,Debit Card,0
T11002,1604,476.2,POS Payment,23,Desktop,Miami,0,24,3,UPI,0
T11003,4848,3584.44,POS Payment,5,Desktop,Seattle,1,30,2,Net Banking,0
T11004,4342,1579.34,POS Payment,13,Desktop,San Francisco,2,110,14,UPI,0
T11005,4677,,Bank Transfer,12,Desktop,Miami,4,86,3,Credit Card,0
T11006,2689,2729.2,Bill Payment,12,Desktop,Miami,4,70,11,,0
T11007,2417,4930.4,Bill Payment,22,Desktop,Miami,3,21,1,UPI,0
T11008,2820,4445.84,Online Purchase,14,,Boston,2,3,11,Debit Card,0
T11009,1501,3391.97,POS Payment,14,Desktop,Boston,0,101,9,Credit Card,0
T11010,4663,1312.06,Bill Payment,1,Desktop,Chicago,4,8,9,Net Banking,0
T11011,4875,1313.23,POS Payment,20,Tablet,Chicago,4,71,12,UPI,0
T11012,4155,4411.81,Bank Transfer,20,Unknown Device,Miami,3,58,7,Credit Card,0
T11013,4436,2928.78,ATM Withdrawal,2,Desktop,New York,0,42,7,Net Banking,0
T11014,3933,3947.46,POS Payment,15,Tablet,Seattle,3,64,5,UPI,0
T11015,1548,2252.07,Online Purchase,13,Tablet,Miami,2,90,3,Debit Card,0
T11016,2365,519.85,ATM Withdrawal,20,Desktop,Seattle,1,82,10,UPI,0
T11017,1838,1666.77,ATM Withdrawal,1,Mobile,,2,87,13,UPI,0
T11018,2430,809.94,Bill Payment,16,Desktop,Seattle,1,3,2,UPI,0
T11019,2448,3910.25,ATM Withdrawal,19,Tablet,Miami,3,69,12,,0
T11020,4815,3504.06,Online Purchase,17,Desktop,,0,99,14,Credit Card,0
T11021,4164,446.62,Bill Payment,8,,Chicago,2,27,9,Credit Card,0
T11022,1847,3108.82,ATM Withdrawal,19,Desktop,Los Angeles,0,112,10,Debit Card,0
T11023,1613,4371.31,ATM Withdrawal,18,Desktop,San Francisco,2,6,4,Net Banking,0
T11024,1411,3488.33,Online Purchase,16,Desktop,Chicago,0,92,13,UPI,0
T11025,3479,2558,Bill Payment,13,Desktop,San Francisco,4,63,10,UPI,0
T11026,1677,1562.76,Bill Payment,12,Mobile,Chicago,0,14,14,,0
T11027,1158,4436.05,ATM Withdrawal,5,Tablet,Boston,0,80,1,Net Banking,0
T11028,3061,2116.91,Online Purchase,2,,Miami,3,5,12,Debit Card,0
T11029,1372,4277.69,Bank Transfer,2,Tablet,New York,3,65,6,Credit Card,0
T11030,3272,3916.08,Online Purchase,17,Desktop,Boston,3,87,11,Net Banking,0
T11031,4576,,ATM Withdrawal,,Desktop,San Francisco,4,79,5,Net Banking,0
T11032,2096,49997.8,ATM Withdrawal,3,Tablet,Chicago,0,104,5,Debit Card,0
T11033,4320,3745.05,Bank Transfer,21,Desktop,Miami,4,110,13,Net Banking,0
T11034,3558,175.03,Bank Transfer,11,Mobile,Houston,2,112,12,Credit Card,0
T11035,1602,1031.14,Bill Payment,3,Desktop,Seattle,2,43,9,Debit Card,0
T11036,1215,180.8,ATM Withdrawal,17,Mobile,New York,3,53,3,Debit Card,0
T11037,2996,953.62,Bill Payment,8,Mobile,Los Angeles,0,97,2,Credit Card,0
T11038,4673,311.89,ATM Withdrawal,23,Tablet,Boston,2,118,4,UPI,0
T11039,2564,2510.58,Online Purchase,12,Mobile,Chicago,1,118,7,UPI,0
T11040,2840,145.89,POS Payment,23,Tablet,New York,2,100,14,Credit Card,0
T11041,2962,,Bill Payment,15,Mobile,Seattle,1,119,9,Debit Card,1
T11042,4035,,Bill Payment,0,Tablet,Miami,1,8,7,Net Banking,0
T11043,4291,3744.14,Bill Payment,15,Mobile,San Francisco,2,30,8,Debit Card,0
T11044,3887,4720.06,POS Payment,12,Mobile,New York,3,34,3,Net Banking,0
T11045,1726,1137.1,POS Payment,18,,,0,100,7,Debit Card,0
T11046,2244,2657.77,Bank Transfer,15,Desktop,Seattle,3,31,1,Credit Card,0
T11047,4460,1596.3,ATM Withdrawal,10,Mobile,Seattle,1,87,5,Debit Card,0
T11048,3601,2471.63,Online Purchase,,Tablet,San Francisco,3,64,6,Net Banking,1
T11049,4718,2787.59,Bill Payment,6,Mobile,Seattle,3,66,12,Credit Card,0
T11050,2065,185.75,Bank Transfer,5,Desktop,Houston,3,89,8,Net Banking,0
T11051,1675,49997.8,Bill Payment,18,Mobile,New York,3,41,8,Credit Card,0
T11052,3920,,ATM Withdrawal,7,Tablet,San Francisco,1,90,11,Net Banking,0
T11053,1282,3865.78,POS Payment,,Desktop,Houston,4,27,8,Credit Card,0
T11054,2081,2849.41,ATM Withdrawal,18,,Los Angeles,0,119,6,Invalid Method,0
T11055,4885,1357.79,ATM Withdrawal,13,Mobile,Miami,3,108,3,UPI,1
T11056,3881,2028.4,ATM Withdrawal,16,Mobile,Miami,3,78,1,Debit Card,0
T11057,3584,484.7,Bank Transfer,18,Tablet,Miami,4,66,4,Debit Card,0
T11058,4144,4766.13,ATM Withdrawal,8,Desktop,Miami,1,26,10,Credit Card,0
T11059,2908,4344.04,ATM Withdrawal,1,Tablet,Boston,3,8,11,UPI,0
T11060,3970,332.68,ATM Withdrawal,1,Tablet,Houston,2,102,7,Debit Card,0
T11061,2152,836.62,Online Purchase,1,Tablet,Boston,4,81,12,UPI,0
T11062,4670,2907.57,Bank Transfer,1,Tablet,Houston,2,80,10,Debit Card,0
T11063,3889,1165.99,Bank Transfer,16,Mobile,Los Angeles,4,40,10,Debit Card,0
T11064,4497,4672.33,Online Purchase,16,Tablet,Los Angeles,3,60,7,Net Banking,0
T11065,1947,3779.17,Bank Transfer,9,Desktop,Boston,0,71,14,Debit Card,0
T11066,1664,1370.09,Bill Payment,7,Desktop,Los Angeles,2,87,5,UPI,1
T11067,2717,35.48,Bank Transfer,3,Mobile,San Francisco,1,85,10,Debit Card,0
T11068,2148,3998.24,Bank Transfer,22,Desktop,Seattle,3,76,10,UPI,0
T11069,1066,2123.33,ATM Withdrawal,22,Desktop,Houston,3,1,4,Net Banking,0
T11070,3053,3213.68,Online Purchase,,Mobile,New York,0,23,7,Debit Card,0
T11071,1636,1438.44,POS Payment,13,,Los Angeles,4,70,9,Credit Card,0
T11072,1313,718.65,ATM Withdrawal,7,Tablet,Chicago,3,117,6,Credit Card,0
T11073,4397,3378.18,Bill Payment,13,Tablet,San Francisco,2,49,5,UPI,0
T11074,1564,2254.37,Bank Transfer,6,Desktop,Boston,2,43,4,Net Banking,0
T11075,2601,1179.67,ATM Withdrawal,17,Tablet,Los Angeles,3,105,14,Credit Card,0
T11076,1825,692.45,POS Payment,3,Desktop,Seattle,2,46,8,Credit Card,0
T11077,3553,2904.5,Bill Payment,16,Desktop,Seattle,3,28,4,Credit Card,0
T11078,2105,3629.12,Bank Transfer,5,Mobile,Houston,1,107,11,UPI,0
T11079,4670,1423.02,Bank Transfer,5,Tablet,New York,4,74,14,Net Banking,0
T11080,2025,3677.04,POS Payment,22,Desktop,Boston,0,79,10,Debit Card,0
T11081,3251,919.7,POS Payment,7,Tablet,San Francisco,0,16,10,Credit Card,0
T11082,1661,1695.39,POS Payment,23,Mobile,Seattle,0,18,1,Net Banking,0
T11083,1804,3725.69,Bill Payment,7,Mobile,Los Angeles,1,88,4,Net Banking,0
T11084,3451,3302.42,Bill Payment,18,Desktop,New York,0,10,7,Net Banking,0
T11085,4174,1356.27,ATM Withdrawal,11,Tablet,San Francisco,2,31,5,Debit Card,0
T11086,1535,615.06,POS Payment,16,Desktop,San Francisco,1,15,6,Net Banking,0
T11087,2391,217.15,Bank Transfer,12,Mobile,Los Angeles,2,99,3,,1
T11088,2235,4190.39,Online Purchase,14,Mobile,Miami,2,6,2,Debit Card,0
T11089,3624,380.33,Bank Transfer,3,Tablet,Boston,1,7,8,Net Banking,0
T11090,4280,578.65,POS Payment,11,Tablet,Seattle,0,26,14,Net Banking,0
T11091,3810,1192.36,Bank Transfer,16,Mobile,Los Angeles,2,109,6,Net Banking,0
T11092,2920,2231.12,ATM Withdrawal,14,Tablet,Houston,4,106,2,Debit Card,0
T11093,3164,3949.99,POS Payment,14,Mobile,Los Angeles,1,68,4,Debit Card,0
T11094,1627,1241.16,Bill Payment,19,Mobile,Chicago,3,101,4,UPI,0
T11095,1748,2719.82,Online Purchase,2,Tablet,Chicago,1,24,8,Debit Card,0
T11096,4549,456.41,POS Payment,12,Tablet,Miami,3,88,12,Credit Card,0
T11097,1104,2325.23,Bank Transfer,23,Desktop,Boston,4,72,13,Credit Card,0
T11098,3542,892.31,Bank Transfer,17,Desktop,Los Angeles,0,34,14,Debit Card,0
T11099,4842,1059.9,POS Payment,2,Desktop,Miami,1,60,6,Credit Card,0
T11100,1045,1837.31,Bill Payment,11,Mobile,Miami,4,73,3,Debit Card,0
T11101,3870,3807.93,Bill Payment,13,Unknown Device,San Francisco,2,21,2,Debit Card,0
T11102,2354,3721.21,POS Payment,13,Mobile,San Francisco,0,64,6,Debit Card,1
T11103,2239,2077.79,Bank Transfer,14,Desktop,Houston,2,29,11,Credit Card,1
T11104,1981,597.76,Bank Transfer,8,Desktop,Boston,0,9,3,Credit Card,0
T11105,1959,1407.05,Bill Payment,5,Mobile,San Francisco,0,5,4,Net Banking,0
T11106,2515,2529.25,Bank Transfer,18,Desktop,Chicago,4,80,13,Credit Card,0
T11107,2836,4347.71,Online Purchase,12,Desktop,Seattle,2,115,6,Net Banking,0
T11108,4993,4841.43,Online Purchase,10,Desktop,Los Angeles,3,87,1,Debit Card,1
T11109,3892,3189.17,Online Purchase,10,Mobile,Boston,1,42,14,,0
T11110,3496,1756.68,Online Purchase,15,Mobile,Houston,1,97,11,Debit Card,0
T11111,3583,3468.8,ATM Withdrawal,20,Tablet,San Francisco,1,3,6,Debit Card,0
T11112,3558,1684.47,Online Purchase,15,Tablet,Seattle,1,25,14,Debit Card,0
T11113,2481,3129.24,ATM Withdrawal,11,Desktop,Houston,4,49,1,UPI,0
T11114,4618,1222.61,Bank Transfer,5,Desktop,Boston,1,85,1,Net Banking,0
T11115,2559,1338.61,Bill Payment,10,Tablet,Seattle,3,1,14,Credit Card,0
T11116,3587,,Online Purchase,9,Mobile,Houston,2,5,13,Debit Card,0
T11117,2507,2103.61,Online Purchase,2,Desktop,New York,2,119,5,Net Banking,0
T11118,3063,3092.78,Online Purchase,16,Desktop,Boston,0,46,1,Debit Card,0
T11119,4642,3945.03,ATM Withdrawal,23,Mobile,New York,0,36,2,,0
T11120,3000,4052.69,Online Purchase,22,Desktop,Boston,3,80,14,UPI,0
T11121,3290,4962.26,ATM Withdrawal,18,Mobile,Los Angeles,2,63,12,Net Banking,0
T11122,2973,443.34,Online Purchase,9,Tablet,New York,2,8,10,Debit Card,0
T11123,4278,2468.22,Bill Payment,15,Mobile,New York,3,104,5,Debit Card,0
T11124,1911,2609.27,Online Purchase,,Tablet,San Francisco,0,58,13,Credit Card,0
T11125,2294,4023.64,ATM Withdrawal,10,Desktop,Chicago,3,54,1,UPI,0
T11126,3808,1335.46,Bill Payment,3,Desktop,Boston,0,106,2,UPI,0
T11127,2802,351.51,Bank Transfer,6,Desktop,Seattle,2,44,4,Credit Card,0
T11128,3752,1572.23,Bank Transfer,8,Desktop,Boston,2,87,14,UPI,0
T11129,4918,4919.72,Bill Payment,17,Mobile,New York,2,84,11,,0
T11130,2753,4497.71,Bank Transfer,16,,San Francisco,4,47,7,Net Banking,0
T11131,1114,1979.26,Bill Payment,21,Mobile,Chicago,0,76,10,UPI,0
T11132,2603,4381.98,Online Purchase,3,Tablet,Boston,3,20,11,Net Banking,0
T11133,2322,168.61,Bank Transfer,11,Desktop,New York,1,93,4,UPI,0
T11134,2860,49997.8,POS Payment,11,Tablet,Boston,4,89,10,UPI,0
T11135,4554,3635.43,POS Payment,14,Tablet,Houston,0,89,8,Net Banking,0
T11136,3444,1111.15,Bill Payment,16,Mobile,San Francisco,3,100,11,Debit Card,0
T11137,3441,995.96,POS Payment,18,Tablet,Seattle,2,83,5,Credit Card,0
T11138,2098,4309.73,Bill Payment,2,Desktop,Seattle,3,55,3,Credit Card,0
T11139,1977,3081.69,Bank Transfer,4,Unknown Device,Houston,3,117,6,,1
T11140,2505,4945.17,Bill Payment,2,Desktop,San Francisco,1,21,8,Net Banking,1
T11141,2126,677.68,Bill Payment,12,Tablet,Seattle,2,55,2,UPI,0
T11142,1296,1783.86,Online Purchase,19,Desktop,Boston,0,100,4,,0
T11143,4049,1559.51,Bank Transfer,16,Tablet,Miami,0,40,7,UPI,0
T11144,3225,4401.26,Bill Payment,11,Tablet,Houston,1,86,8,Net Banking,0
T11145,4286,1280.21,Bank Transfer,,Desktop,Chicago,4,100,1,UPI,0
T11146,4014,1770.54,POS Payment,15,Tablet,Seattle,2,24,3,Debit Card,0
T11147,3362,718.46,Bill Payment,0,Tablet,Chicago,1,102,9,Debit Card,0
T11148,2062,3878.13,POS Payment,8,Desktop,,4,23,9,UPI,0
T11149,1258,1192.33,Online Purchase,7,Tablet,San Francisco,1,97,5,Debit Card,0
T11150,4787,,Online Purchase,,Desktop,Seattle,3,100,13,Debit Card,0
T11151,3054,2178.37,Bank Transfer,15,Mobile,Chicago,3,12,13,UPI,0
T11152,3096,1960.33,Online Purchase,21,Tablet,Boston,3,84,7,,0
T11153,4609,892.16,Bill Payment,10,Mobile,Boston,2,112,13,Credit Card,0
T11154,3208,,Bank Transfer,4,Mobile,,0,24,2,UPI,0
T11155,2892,4483.3,POS Payment,11,Mobile,Seattle,3,99,4,Debit Card,0
T11156,1175,343.88,ATM Withdrawal,15,Tablet,New York,1,25,7,Credit Card,0
T11157,4662,501.06,Online Purchase,18,Desktop,Los Angeles,1,54,10,Invalid Method,0
T11158,4073,1229.01,Bill Payment,13,Tablet,Boston,4,69,13,Credit Card,0
T11159,2000,4764.43,POS Payment,,,San Francisco,4,17,2,UPI,0
T11160,2918,431.49,ATM Withdrawal,12,Tablet,Miami,0,41,14,UPI,0
T11161,3502,4080.99,Bank Transfer,23,Desktop,Houston,3,4,3,UPI,0
T11162,4999,4460.8,Bill Payment,11,Tablet,Boston,2,113,10,,0
T11163,2667,1892.45,ATM Withdrawal,3,Mobile,Boston,0,3,14,Debit Card,0
T11164,1275,1473,Bill Payment,1,Desktop,Seattle,2,72,7,Credit Card,0
T11165,3545,3388.5,POS Payment,17,Mobile,Miami,0,72,8,Debit Card,0
T11166,4700,3514.66,POS Payment,,Tablet,New York,4,113,8,Net Banking,0
T11167,1675,3900.99,Online Purchase,,Tablet,Los Angeles,1,50,7,Net Banking,0
T11168,2823,4153.68,POS Payment,3,Unknown Device,Miami,2,119,7,Credit Card,0
T11169,2051,1345.64,Bank Transfer,18,Desktop,Houston,3,106,12,UPI,0
T11170,2356,3436.37,Bank Transfer,2,Desktop,New York,0,63,3,Invalid Method,0
T11171,4072,678.85,Bill Payment,6,Tablet,Los Angeles,0,64,6,Net Banking,0
T11172,4259,2556.1,Bank Transfer,16,Tablet,Seattle,3,108,3,UPI,0
T11173,3103,,POS Payment,10,Tablet,Houston,1,91,1,Invalid Method,0
T11174,1546,812.85,ATM Withdrawal,12,Mobile,Los Angeles,2,48,3,Net Banking,0
T11175,2135,387.15,Bank Transfer,23,Tablet,San Francisco,2,47,11,Net Banking,0
T11176,4869,977.76,POS Payment,3,Mobile,Los Angeles,1,50,11,Net Banking,0
T11177,4381,2105.84,POS Payment,8,Desktop,Miami,1,29,10,UPI,0
T11178,3083,4439.77,Bill Payment,21,Mobile,Chicago,2,42,10,Credit Card,0
T11179,3040,2661.91,Bill Payment,17,Mobile,Chicago,2,79,11,Credit Card,0
T11180,1438,3743.72,Bank Transfer,22,Desktop,Chicago,0,59,6,Credit Card,0
T11181,2752,874.85,Bank Transfer,22,Mobile,Chicago,2,78,14,,0
T11182,2615,534.36,POS Payment,1,Desktop,Chicago,2,92,10,Credit Card,0
T11183,2849,49997.8,Bank Transfer,4,Mobile,Seattle,1,95,3,Net Banking,0
T11184,3642,1572.83,ATM Withdrawal,18,Tablet,Boston,1,49,4,UPI,0
T11185,2600,2742.77,Online Purchase,20,Desktop,Boston,4,72,11,Credit Card,0
T11186,4396,4406.81,Online Purchase,17,Desktop,Los Angeles,0,22,1,Invalid Method,0
T11187,2663,2133.33,POS Payment,16,Tablet,New York,1,95,12,Net Banking,0
T11188,1306,2596.4,Online Purchase,5,Desktop,Seattle,0,28,2,UPI,0
T11189,4605,28.04,POS Payment,5,Tablet,Miami,1,43,9,Credit Card,0
T11190,4799,171.39,POS Payment,2,Mobile,Los Angeles,0,8,13,Credit Card,0
T11191,1618,423.43,ATM Withdrawal,14,Tablet,Boston,4,70,12,Debit Card,0
T11192,2132,3496.48,Bill Payment,18,Tablet,San Francisco,0,84,7,UPI,1
T11193,2395,2433.53,Bank Transfer,18,Desktop,Miami,2,5,6,UPI,0
T11194,3404,49997.8,ATM Withdrawal,12,Desktop,Chicago,4,32,11,Credit Card,0
T11195,3228,,Bill Payment,9,Desktop,Houston,3,48,12,UPI,0
T11196,2379,2725.34,POS Payment,16,Mobile,San Francisco,0,103,4,Net Banking,0
T11197,2699,448.55,ATM Withdrawal,10,Mobile,Chicago,4,2,7,UPI,0
T11198,3115,3203.86,POS Payment,4,Unknown Device,Miami,1,40,11,Net Banking,1
T11199,3339,3836.94,Online Purchase,14,Tablet,Los Angeles,1,15,7,UPI,0
T11200,3739,1436.34,POS Payment,15,Tablet,Los Angeles,4,114,7,UPI,0
T11201,1180,3439.01,Online Purchase,9,Desktop,Chicago,0,73,6,UPI,0
T11202,4537,1002.6,POS Payment,9,Tablet,Miami,1,19,14,Net Banking,0
T11203,3481,3784.86,POS Payment,13,Mobile,Houston,3,13,14,Debit Card,0
T11204,2487,4559.31,Bill Payment,13,Mobile,Los Angeles,4,115,6,Debit Card,0
T11205,4752,2212.13,POS Payment,1,Desktop,Seattle,3,92,5,Invalid Method,0
T11206,1913,,POS Payment,,,,2,66,14,Debit Card,0
T11207,2557,1998.89,POS Payment,17,Mobile,Houston,0,84,5,UPI,0
T11208,3113,1254.14,Bank Transfer,0,Tablet,Chicago,0,47,5,Invalid Method,0
T11209,2044,11.19,Bank Transfer,,Desktop,New York,2,54,6,Credit Card,0
T11210,2635,3254.03,ATM Withdrawal,8,Tablet,Los Angeles,0,26,3,Credit Card,0
T11211,3431,217.42,Bill Payment,4,Tablet,Chicago,1,36,6,UPI,0
T11212,4883,1055.9,Bank Transfer,6,,Seattle,2,23,10,Debit Card,0
T11213,2638,3613.64,ATM Withdrawal,9,Desktop,,2,5,13,Debit Card,0
T11214,2582,3330.3,ATM Withdrawal,12,Mobile,Houston,4,112,3,Net Banking,0
T11215,3086,371.28,ATM Withdrawal,4,Mobile,Chicago,1,28,13,Debit Card,0
T11216,2308,3301.97,Bill Payment,20,Mobile,San Francisco,1,107,1,Credit Card,1
T11217,1821,4653.22,Online Purchase,4,Desktop,Houston,3,103,2,,0
T11218,1601,377.14,Bill Payment,1,Desktop,Los Angeles,2,42,11,Debit Card,0
T11219,2620,2081.36,ATM Withdrawal,5,Mobile,San Francisco,3,52,9,Net Banking,0
T11220,1784,3648.52,POS Payment,4,Mobile,Seattle,3,107,11,Debit Card,0
T11221,4407,3340.28,ATM Withdrawal,17,Tablet,San Francisco,4,54,10,Net Banking,0
T11222,2211,1136.42,POS Payment,9,Desktop,Seattle,1,58,12,Invalid Method,0
T11223,1670,819.52,Bill Payment,12,Desktop,Los Angeles,2,111,11,,0
T11224,2266,3922.31,Online Purchase,17,Tablet,Boston,3,81,5,Net Banking,1
T11225,2096,4781.44,Bank Transfer,0,,Miami,0,111,9,Credit Card,0
T11226,3526,3839.08,Bank Transfer,14,Desktop,New York,4,119,3,Debit Card,0
T11227,2997,4816.21,Online Purchase,1,Unknown Device,Los Angeles,4,31,5,Credit Card,0
T11228,3608,3026.95,POS Payment,18,Tablet,New York,4,94,1,,0
T11229,1100,4645.85,POS Payment,15,Tablet,Miami,1,94,6,Credit Card,1
T11230,3561,3453.73,Online Purchase,9,Desktop,Los Angeles,3,78,7,Debit Card,0
T11231,2779,4544.88,Online Purchase,1,Desktop,Houston,4,25,3,Net Banking,0
T11232,1175,812.14,ATM Withdrawal,20,Desktop,Chicago,0,23,10,Credit Card,0
T11233,1237,,Bill Payment,0,Mobile,New York,1,40,14,,0
T11234,3957,987.75,ATM Withdrawal,0,Tablet,Seattle,1,78,1,Debit Card,0
T11235,4130,142.01,ATM Withdrawal,6,Desktop,San Francisco,2,19,5,UPI,0
T11236,4936,2590.34,Bill Payment,22,,Chicago,4,77,9,Net Banking,0
T11237,2122,,Bank Transfer,8,Mobile,New York,1,32,14,Debit Card,0
T11238,3918,222.44,Bill Payment,8,,Miami,4,82,5,Net Banking,0
T11239,2977,4901.62,Bank Transfer,8,Tablet,Los Angeles,0,99,5,Credit Card,0
T11240,3542,3334,Bill Payment,1,Tablet,Miami,4,94,12,Credit Card,0
T11241,3994,4509.55,Bank Transfer,3,Mobile,Miami,3,67,11,Net Banking,0
T11242,3003,4995.42,POS Payment,6,Desktop,Boston,3,29,14,Credit Card,0
T11243,2537,1962.87,POS Payment,0,Mobile,New York,0,113,13,UPI,0
T11244,1754,1277.41,Bill Payment,16,Tablet,Seattle,1,119,13,UPI,0
T11245,4368,923.5,Online Purchase,8,Desktop,Chicago,3,63,14,Debit Card,1
T11246,3258,2578.36,POS Payment,4,,Boston,2,13,7,Credit Card,1
T11247,2146,3032.37,Bill Payment,17,Tablet,,0,39,1,Credit Card,0
T11248,4300,2364.75,Bill Payment,10,Desktop,Chicago,0,116,1,Net Banking,0
T11249,4665,1939.32,POS Payment,9,Tablet,Boston,4,7,11,Net Banking,0
T11250,4727,845.52,Bill Payment,8,Mobile,Seattle,2,62,5,UPI,1
T11251,2411,2212.09,Online Purchase,,Tablet,Miami,3,89,8,Debit Card,0
T11252,1139,430.79,Bank Transfer,12,Tablet,Seattle,2,60,4,Credit Card,0
T11253,1540,4325.91,Bill Payment,14,Unknown Device,Seattle,4,4,1,UPI,0
T11254,2414,239.28,POS Payment,4,Tablet,Houston,4,111,7,,0
T11255,1269,1906.33,Online Purchase,2,Mobile,Houston,3,12,4,Credit Card,0
T11256,4830,505.19,Online Purchase,10,,Los Angeles,0,32,10,Credit Card,0
T11257,2035,3876.03,Bill Payment,18,Desktop,San Francisco,3,1,8,UPI,0
T11258,2890,1567.12,ATM Withdrawal,7,Mobile,Houston,0,26,12,,0
T11259,4460,569.96,POS Payment,21,Desktop,New York,3,86,3,,0
T11260,4408,2659.8,Online Purchase,22,Tablet,Seattle,3,29,14,Net Banking,0
T11261,1505,4581.8,POS Payment,0,Desktop,San Francisco,3,67,1,Net Banking,0
T11262,2129,,Bill Payment,21,Desktop,Chicago,3,72,12,Debit Card,0
T11263,3079,1252.01,Bill Payment,13,Desktop,Boston,2,22,3,UPI,0
T11264,4145,3599.7,ATM Withdrawal,12,,Boston,4,62,10,Credit Card,0
T11265,4242,156.27,ATM Withdrawal,11,Tablet,Houston,0,18,12,Credit Card,0
T11266,2872,663.6,Bill Payment,13,Mobile,Houston,3,84,7,Debit Card,0
T11267,2092,,Bank Transfer,11,Mobile,Seattle,0,103,1,Debit Card,0
T11268,1812,1147.64,Bank Transfer,18,Tablet,Chicago,2,63,9,UPI,0
T11269,1361,3992.32,Online Purchase,8,Desktop,,3,38,10,Net Banking,0
T11270,4720,4655.71,ATM Withdrawal,4,Tablet,Seattle,2,40,11,Credit Card,0
T11271,2456,,Online Purchase,20,Mobile,New York,0,17,1,Debit Card,0
T11272,1928,1168.41,POS Payment,22,Desktop,San Francisco,2,18,9,Debit Card,0
T11273,1099,2200.57,Bill Payment,7,,San Francisco,2,10,6,Credit Card,0
T11274,2681,2817.58,Bill Payment,2,Mobile,Seattle,0,28,4,,0
T11275,3056,4579.93,Bank Transfer,11,,Boston,2,86,14,Credit Card,0
T11276,4645,4459.96,Online Purchase,3,Mobile,Chicago,0,72,7,Credit Card,0
T11277,3744,3187.66,Online Purchase,16,Tablet,,4,82,4,Credit Card,0
T11278,2052,1290.65,POS Payment,,Tablet,Los Angeles,2,20,10,Net Banking,1
